logFC,AveExpr,t,P.Value,adj.P.Val,B,uniprot_id,contrast,protein,gene,description,phi,neglog10p,pi_score,Pi_score,sig_pi,sig_fdr,direction,shape_class
-0.1316602751392857,21.641342562227027,-1.0418486294613352,0.3015160879304585,0.7955530071606135,-5.311191167375086,A6NNS2,Training_Old,DRS7C_HUMAN,DHRS7C,Dehydrogenase/reductase SDR family member 7C,0.1316602751392857,0.5206895103463148,0.06855412419433575,0.853976413495127,FALSE,FALSE,NS,FDR >= 0.05
-0.14909454338858552,23.41462142695677,-0.8215112963474632,0.4144941102276296,0.8504407942196908,-5.498495311565832,A8MU46,Training_Old,SMTL1_HUMAN,SMTNL1,Smoothelin-like protein 1,0.14909454338858552,0.38248163619649006,0.05702592490323477,0.8769484707597909,FALSE,FALSE,NS,FDR >= 0.05
0.0999239212830183,17.032751386672636,0.6122885503616278,0.5425796901932703,0.9017262764836277,-5.636194590181072,A8MXV4,Training_Old,NUD19_HUMAN,NUDT19,Nucleoside diphosphate-linked moiety X motif 19,0.0999239212830183,0.26553646675221876,0.026533445001519513,0.9407333814050998,FALSE,FALSE,NS,FDR >= 0.05
0.07678624261608391,23.684780525636413,1.0851911336241757,0.28202678484562127,0.7863659350923852,-5.269314894125416,E9PAV3,Training_Old,NACAM_HUMAN,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",0.07678624261608391,0.5497096436017418,0.04221013806200436,0.9073813776911996,FALSE,FALSE,NS,FDR >= 0.05
0.027428149864785922,18.66371385382107,0.2311532437261012,0.8179547413594563,0.9722080977322245,-5.784554834045571,L0R6Q1,Training_Old,S35U4_HUMAN,SLC35A4,SLC35A4 upstream open reading frame protein,0.027428149864785922,0.08727072581721314,0.0023936745465231637,0.9945035218885638,FALSE,FALSE,NS,FDR >= 0.05
-0.12985490244918196,22.347141213884665,-0.7797421861324005,0.4385007741350627,0.8584233285941153,-5.529134018001635,O00151,Training_Old,PDLI1_HUMAN,PDLIM1,PDZ and LIM domain protein 1,0.12985490244918196,0.35802963558804507,0.04649190340320176,0.8984793428575613,FALSE,FALSE,NS,FDR >= 0.05
-0.07418651855484981,18.447662054791085,-0.6556823028094294,0.5144475251194947,0.8934477051134968,-5.610884457851554,O00159,Training_Old,MYO1C_HUMAN,MYO1C,Unconventional myosin-Ic,0.07418651855484981,0.2886589177203955,0.021414600155486983,0.9518870091613549,FALSE,FALSE,NS,FDR >= 0.05
0.05803971442813349,19.85895032786445,0.34893669964309537,0.72831575365755985,0.9491892084417107,-5.75295231146098,O00168,Training_Old,PLM_HUMAN,FXYD1,Phospholemman,0.05803971442813349,0.1376802960424983,0.007990925064687479,0.9817684576535602,FALSE,FALSE,NS,FDR >= 0.05
0.07266251600935902,18.25119932376284,0.7537216165627936,0.4538612999475622,0.8636753568785474,-5.547429656089939,O00186,Training_Old,STXB3_HUMAN,STXBP3,Syntaxin-binding protein 3,0.07266251600935902,0.3430768472984938,0.02492882690926723,0.9442156036409022,FALSE,FALSE,NS,FDR >= 0.05
-0.004777554564707742,22.64451350364609,-0.03603635419553605,0.9713688196199944,0.9900131347758485,-5.808693536053777,O00217,Training_Old,NDUS8_HUMAN,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",0.004777554564707742,0.012615841242140942,6.027286991401865e-5,0.9998612262181962,FALSE,FALSE,NS,FDR >= 0.05
0.063843399597598,21.83261232871907,1.158529007111029,0.2510787377912385,0.7794089913994419,-5.194735830809187,O00231,Training_Old,PSD11_HUMAN,PSMD11,26S proteasome non-ATPase regulatory subunit 11,0.063843399597598,0.600190063276377,0.03831817404426136,0.9155494919150703,FALSE,FALSE,NS,FDR >= 0.05
-0.04826289848540455,20.5520090426159,-0.5089311487717242,0.6126018333203771,0.9231634619607914,-5.689581700211075,O00232,Training_Old,PSD12_HUMAN,PSMD12,26S proteasome non-ATPase regulatory subunit 12,0.04826289848540455,0.21282170782371326,0.0102713924801863,0.9766267320030609,FALSE,FALSE,NS,FDR >= 0.05
0.06875065301719019,18.078684053184734,0.8046344860803317,0.42409674649021756,0.8504407942196908,-5.511063030994059,O00233,Training_Old,PSMD9_HUMAN,PSMD9,26S proteasome non-ATPase regulatory subunit 9,0.06875065301719019,0.37253505927046077,0.025612028596641828,0.9427313974593887,FALSE,FALSE,NS,FDR >= 0.05
-0.12093991894107958,18.73608440700469,-0.6904588873801806,0.492475177361277,0.884955394852244,-5.589368984839087,O00264,Training_Old,PGRC1_HUMAN,PGRMC1,Membrane-associated progesterone receptor component 1,0.12093991894107958,0.30761565472312935,0.03720301234722239,0.9179034192865854,FALSE,FALSE,NS,FDR >= 0.05
0.21995579318873837,19.372071541090907,1.987146096259953,0.05131621331527741,0.4801569915491155,-4.040705953669862,O00299,Training_Old,CLIC1_HUMAN,CLIC1,Chloride intracellular channel protein 1,0.21995579318873837,1.289745398223734,0.2836869720778266,0.520370930935258,FALSE,FALSE,NS,FDR >= 0.05
-0.012815016502401022,19.653754068548995,-0.15530453314159948,0.8770843353915987,0.9818263800373694,-5.798124309220989,O00303,Training_Old,EIF3F_HUMAN,EIF3F,Eukaryotic translation initiation factor 3 subunit F,0.012815016502401022,0.056958645363432536,7.299259802867954e-4,0.9983206949321324,FALSE,FALSE,NS,FDR >= 0.05
-0.09766241507250939,23.416767717035135,-1.3843908241647764,0.17118746403035423,0.6821804382748075,-4.936063910453978,O00330,Training_Old,ODPX_HUMAN,PDHX,"Pyruvate dehydrogenase protein X component, mitochondrial",0.09766241507250939,0.7665280416552401,0.07486097976885182,0.8416645203168038,FALSE,FALSE,NS,FDR >= 0.05
0.057321696022119895,16.00621847711276,0.5743712116164286,0.5677889506645242,0.907485260038624,-5.656910307533802,O00399,Training_Old,DCTN6_HUMAN,DCTN6,Dynactin subunit 6,0.057321696022119895,0.24581306322283727,0.014090421688325618,0.9680762782805185,FALSE,FALSE,NS,FDR >= 0.05
-0.007922458364042484,21.672215997050895,-0.14063601886478042,0.8886121257380635,0.9825053672221521,-5.800134472039231,O00410,Training_Old,IPO5_HUMAN,IPO5,Importin-5,0.007922458364042484,0.05128776480075254,4.0632518121876566e-4,0.9990648392304488,FALSE,FALSE,NS,FDR >= 0.05
-0.11371021519793345,16.417183871101827,-0.8447114460840013,0.40151066365485977,0.8373033734636439,-5.480803113946271,O00418,Training_Old,EF2K_HUMAN,EEF2K,Eukaryotic elongation factor 2 kinase,0.11371021519793345,0.3963029158772983,0.04506368984797611,0.9014389307259127,FALSE,FALSE,NS,FDR >= 0.05
-0.07349801638115494,20.48896541039036,-0.8074044485183405,0.42251160136925536,0.8504407942196908,-5.509017799287553,O00423,Training_Old,EMAL1_HUMAN,EML1,Echinoderm microtubule-associated protein-like 1,0.07349801638115494,0.3741613616457045,0.027500117887431227,0.938641781881692,FALSE,FALSE,NS,FDR >= 0.05
-0.04873294679246598,20.244950247832413,-0.6419336696593477,0.5232760024914553,0.8949612558576092,-5.619088411011929,O00429,Training_Old,DNM1L_HUMAN,DNM1L,Dynamin-1-like protein,0.04873294679246598,0.28126918160758024,0.013707076061642658,0.9689311628279059,FALSE,FALSE,NS,FDR >= 0.05
-0.21994952493354347,20.840617685962084,-2.654646074999835,0.010069182488601615,0.29873382886736605,-2.7319576348073475,O00442,Training_Old,RTCA_HUMAN,RTCA,RNA 3'-terminal phosphate cyclase,0.21994952493354347,1.997005788145647,0.4392404743921716,0.3637135875090274,FALSE,FALSE,NS,FDR >= 0.05
0.005172245279542409,26.111192477359143,0.05316300669102786,0.9577724758767274,0.9893161124648436,-5.8079858738762775,O00483,Training_Old,NDUA4_HUMAN,NDUFA4,Cytochrome c oxidase subunit NDUFA4,0.005172245279542409,0.018737647713763617,9.691570993724249e-5,0.999776868228619,FALSE,FALSE,NS,FDR >= 0.05
0.0497141500929601,20.67642448925529,0.7378632880633992,0.4633733435281242,0.8672324587120718,-5.55828146434148,O00487,Training_Old,PSDE_HUMAN,PSMD14,26S proteasome non-ATPase regulatory subunit 14,0.0497141500929601,0.334068953480062,0.016607954094705907,0.9624807360407579,FALSE,FALSE,NS,FDR >= 0.05
-0.011085027946833748,26.344461960250005,-0.1821710738472344,0.8560411213182924,0.9817663831965728,-5.793926295723091,O00499,Training_Old,BIN1_HUMAN,BIN1,Myc box-dependent-interacting protein 1,0.011085027946833748,0.06750537278467054,7.482989438795033e-4,0.998278461556929,FALSE,FALSE,NS,FDR >= 0.05
-0.030510863588634862,21.010797286529403,-0.2755470361925815,0.7838096995439952,0.9567883918571527,-5.774146302826965,O00505,Training_Old,IMA4_HUMAN,KPNA3,Importin subunit alpha-4,0.030510863588634862,0.10578936648643159,0.0032277249299956148,0.9925954385377314,FALSE,FALSE,NS,FDR >= 0.05
0.061604988850127995,19.596587337985405,0.5056470286815199,0.6148924375668019,0.9231634619607914,-5.691118296120119,O00571,Training_Old,DDX3X_HUMAN,DDX3X,ATP-dependent RNA helicase DDX3X,0.061604988850127995,0.21120084821930388,0.01301102589968779,0.9704853281810847,FALSE,FALSE,NS,FDR >= 0.05
0.08516466160789093,22.958610078088306,1.2781246643090616,0.20595649599663754,0.7254587023165143,-5.063173503255067,O00629,Training_Old,IMA3_HUMAN,KPNA4,Importin subunit alpha-3,0.08516466160789093,0.68622450557208,0.058442077804088464,0.8740935633614348,FALSE,FALSE,NS,FDR >= 0.05
0.11225330594466953,20.470088718417514,0.6762841756066904,0.5013682795458769,0.8903835137120955,-5.598270642253797,O00748,Training_Old,EST2_HUMAN,CES2,Cocaine esterase,0.11225330594466953,0.2998431463530095,0.033658384442976703,0.9254258266425147,FALSE,FALSE,NS,FDR >= 0.05
-0.04912170437018659,26.001692314334438,-0.3123055901718597,0.7558532937602314,0.9491892084417107,-5.764151470405102,O00757,Training_Old,F16P2_HUMAN,FBP2,"Fructose-1,6-bisphosphatase isozyme 2",0.04912170437018659,0.12156249007181201,0.005971356699811292,0.9863445364945752,FALSE,FALSE,NS,FDR >= 0.05
-0.06677554668833352,19.2753351058978,-0.9494673233505246,0.34605904708748747,0.8152980747263732,-5.3949510585584575,O00764,Training_Old,PDXK_HUMAN,PDXK,Pyridoxal kinase,0.06677554668833352,0.4608497924315679,0.030773496830822974,0.9315936147516373,FALSE,FALSE,NS,FDR >= 0.05
-0.07532761741317273,23.23884205159438,-0.588305788899565,0.5584581018146009,0.9046913843424468,-5.649449297177685,O14521,Training_Old,DHSD_HUMAN,SDHD,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",0.07532761741317273,0.25300940416571227,0.019058595598929567,0.957064934087914,FALSE,FALSE,NS,FDR >= 0.05
0.12062359640329845,16.46646707480171,0.9302212201411346,0.35585428269119723,0.8152980747263732,-5.4114541501288365,O14548,Training_Old,COX7R_HUMAN,COX7A2L,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial",0.12062359640329845,0.4487278030899365,0.05412716141485928,0.8828213724932517,FALSE,FALSE,NS,FDR >= 0.05
-0.028584783485626986,19.61217542192737,-0.14129594264267153,0.8880929624741197,0.9825053672221521,-5.800048314258563,O14556,Training_Old,G3PT_HUMAN,GAPDHS,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",0.028584783485626986,0.05154157141013385,0.0014733046592676582,0.9966133383733408,FALSE,FALSE,NS,FDR >= 0.05
0.2797129869383035,27.08194341913435,1.7521238674006714,0.08468293058818559,0.5674576332849478,-4.424155672538331,O14558,Training_Old,HSPB6_HUMAN,HSPB6,Heat shock protein beta-6,0.2797129869383035,1.072204120937759,0.2999094172750586,0.501291779372324,FALSE,FALSE,NS,FDR >= 0.05
-0.08721967223262794,23.429368407319327,-0.6771748691095529,0.5008069114757543,0.8903835137120955,-5.597716639742621,O14561,Training_Old,ACPM_HUMAN,NDUFAB1,"Acyl carrier protein, mitochondrial",0.08721967223262794,0.3003296861972481,0.026194656791851983,0.9414675231786342,FALSE,FALSE,NS,FDR >= 0.05
-0.16111858240615362,22.356024831765286,-1.389627461318532,0.16959812784767614,0.6789746428128736,-4.929554345155229,O14732,Training_Old,IMPA2_HUMAN,IMPA2,Inositol monophosphatase 2,0.16111858240615362,0.7705789461235923,0.12415458743146103,0.751355400921488,FALSE,FALSE,NS,FDR >= 0.05
0.027759887324503296,20.864244213374338,0.3460969469380596,0.7304382841627737,0.9491892084417107,-5.753864693340795,O14737,Training_Old,PDCD5_HUMAN,PDCD5,Programmed cell death protein 5,0.027759887324503296,0.1364164723783198,0.003786905902428374,0.9913182330135457,FALSE,FALSE,NS,FDR >= 0.05
-0.1305748288606452,20.03653410891103,-1.68421409419464,0.09715456016974527,0.5981341617406927,-4.52692594203781,O14744,Training_Old,ANM5_HUMAN,PRMT5,Protein arginine N-methyltransferase 5,0.1305748288606452,1.0125368099887733,0.1322118206793877,0.7375444160611527,FALSE,FALSE,NS,FDR >= 0.05
0.04361225083384923,23.6552137323145,0.7906642414908331,0.4321455125237075,0.8571427031118286,-5.521273362641259,O14818,Training_Old,PSA7_HUMAN,PSMA7,Proteasome subunit alpha type-7,0.04361225083384923,0.36436999243206564,0.015890995506274992,0.9640709674778947,FALSE,FALSE,NS,FDR >= 0.05
-0.09209578529481277,18.92355651147673,-1.058617312563684,0.29386956952200377,0.7863659350923852,-5.295184315949452,O14841,Training_Old,OPLA_HUMAN,OPLAH,5-oxoprolinase,0.09209578529481277,0.5318453832125377,0.048980718222379295,0.8933451455313944,FALSE,FALSE,NS,FDR >= 0.05
-0.1510493393918182,24.536769202835565,-1.2909957913451366,0.2014846856957192,0.7228943790839655,-5.0482861497290035,O14880,Training_Old,MGST3_HUMAN,MGST3,Microsomal glutathione S-transferase 3,0.1510493393918182,0.695757957813671,0.10509377990435552,0.7850660921091822,FALSE,FALSE,NS,FDR >= 0.05
-0.1793769055098835,20.542107731029734,-1.0822918874397047,0.2833025062108358,0.7863659350923852,-5.272167213503734,O14924,Training_Old,RGS12_HUMAN,RGS12,Regulator of G-protein signaling 12,0.1793769055098835,0.5477495835144301,0.09825362528514597,0.7975287993686174,FALSE,FALSE,NS,FDR >= 0.05
0.8409453866608452,18.78983049008028,2.3650429121782928,0.021162211028847425,0.3603541405483258,-3.337836358645539,O14929,Training_Old,HAT1_HUMAN,HAT1,Histone acetyltransferase type B catalytic subunit,0.8409453866608452,1.6744389591574955,1.4081117179486833,0.03907403687781709,TRUE,FALSE,Up,FDR >= 0.05
0.06465580289085437,25.01447083329647,0.7614061070356648,0.44929290559831103,0.8612799020675204,-5.542089818920333,O14949,Training_Old,QCR8_HUMAN,UQCRQ,Cytochrome b-c1 complex subunit 8,0.06465580289085437,0.34747043892718604,0.022465980209674795,0.949585380599277,FALSE,FALSE,NS,FDR >= 0.05
0.33245185218114415,21.002867479101024,2.392869588966791,0.01975091408220762,0.35425134738072855,-3.282069239676715,O14950,Training_Old,ML12B_HUMAN,MYL12B,Myosin regulatory light chain 12B,0.33245185218114415,1.7044128002060073,0.5666351923097375,0.2712469151317765,FALSE,FALSE,NS,FDR >= 0.05
0.03816792443675254,21.532347451657515,0.2369540185689499,0.8134714417007585,0.969592223441308,-5.783298160300452,O14957,Training_Old,QCR10_HUMAN,UQCR11,Cytochrome b-c1 complex subunit 10,0.03816792443675254,0.08965768910632307,0.0034220479029839906,0.9921514058397981,FALSE,FALSE,NS,FDR >= 0.05
-0.03271258059209714,25.64672964483922,-0.20970722788241167,0.8345818190217327,0.9749039229601149,-5.788930913053971,O14958,Training_Old,CASQ2_HUMAN,CASQ2,Calsequestrin-2,0.03271258059209714,0.07853108042534127,0.0025689542973984384,0.9941022246931781,FALSE,FALSE,NS,FDR >= 0.05
-0.11059558720042162,16.38986220435423,-1.1185162423507193,0.26764947481447343,0.7863659350923852,-5.23600408243854,O14964,Training_Old,HGS_HUMAN,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate,0.11059558720042162,0.5724336044583935,0.06330863061832992,0.8643534491901188,FALSE,FALSE,NS,FDR >= 0.05
-0.05211336589452742,18.6473750902593,-0.4309696946327336,0.6679808813647565,0.9364188573926802,-5.7233945692754,O14979,Training_Old,HNRDL_HUMAN,HNRNPDL,Heterogeneous nuclear ribonucleoprotein D-like,0.05211336589452742,0.17523596751938036,0.00913213609321899,0.9791920164079788,FALSE,FALSE,NS,FDR >= 0.05
-0.06715900790234386,18.79266351743456,-0.8957957883091374,0.37381693629986756,0.8279324011479862,-5.440154849877046,O14980,Training_Old,XPO1_HUMAN,XPO1,Exportin-1,0.06715900790234386,0.42734102619166564,0.028699799355001807,0.9360524851796482,FALSE,FALSE,NS,FDR >= 0.05
0.03791305991781613,28.306311430351034,0.31805289335898607,0.7515106213998507,0.9491892084417107,-5.762476124135187,O14983,Training_Old,AT2A1_HUMAN,ATP2A1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,0.03791305991781613,0.12406487697627769,0.0047036791144981025,0.9892278185979846,FALSE,FALSE,NS,FDR >= 0.05
0.07039957966733468,22.902158846414668,0.30124539144656354,0.7642325571774501,0.9491892084417107,-5.7672898535311825,O15056,Training_Old,SYNJ2_HUMAN,SYNJ2,Synaptojanin-2,0.07039957966733468,0.1167744648138867,0.008220873238775586,0.9812487731581402,FALSE,FALSE,NS,FDR >= 0.05
-0.16634532700737026,21.165489251146624,-0.7599992987020228,0.45012724362501577,0.8614391743595405,-5.543071358397843,O15061,Training_Old,SYNEM_HUMAN,SYNM,Synemin,0.16634532700737026,0.34666470090744433,0.05766605303436103,0.8756568451358158,FALSE,FALSE,NS,FDR >= 0.05
0.4844866616251906,17.13126172492319,3.748669002356447,3.920620446790709e-4,0.10686451587305837,0.003919372867828841,O15143,Training_Old,ARC1B_HUMAN,ARPC1B,Actin-related protein 2/3 complex subunit 1B,0.4844866616251906,3.4066451994858324,1.6504741600403725,0.02236278250426083,TRUE,FALSE,Up,FDR >= 0.05
0.04049443990407653,16.68840993887583,0.49718039105329037,0.6208154613459891,0.9231634619607914,-5.695034245423159,O15144,Training_Old,ARPC2_HUMAN,ARPC2,Actin-related protein 2/3 complex subunit 2,0.04049443990407653,0.20703747555523244,0.008383866611763073,0.9808805735953579,FALSE,FALSE,NS,FDR >= 0.05
-0.13806986526347487,21.233548682383745,-1.0680333592140814,0.28963474655210775,0.7863659350923852,-5.286088335181955,O15173,Training_Old,PGRC2_HUMAN,PGRMC2,Membrane-associated progesterone receptor component 2,0.13806986526347487,0.5381493384326057,0.074302206649018,0.8427481219011665,FALSE,FALSE,NS,FDR >= 0.05
-0.04913960054888378,20.45926989645674,-0.5868766353469751,0.5594115666606554,0.9046913843424468,-5.650222643510898,O15212,Training_Old,PFD6_HUMAN,PFDN6,Prefoldin subunit 6,0.04913960054888378,0.2522685581915851,0.012396376180577335,0.9718598122528984,FALSE,FALSE,NS,FDR >= 0.05
0.23258792941842543,20.78161743946543,0.994820349463764,0.32367958938646246,0.8015113144242768,-5.354768535767021,O15239,Training_Old,NDUA1_HUMAN,NDUFA1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1,0.23258792941842543,0.48988468551032766,0.11394126465664363,0.7692344669259752,FALSE,FALSE,NS,FDR >= 0.05
-0.09980145707211108,24.38796166320831,-0.7574939593803868,0.4516153136638381,0.8618427010080791,-5.5448149453075635,O15260,Training_Old,SURF4_HUMAN,SURF4,Surfeit locus protein 4,0.09980145707211108,0.34523134015950496,0.03445459077487621,0.9237307673707597,FALSE,FALSE,NS,FDR >= 0.05
-0.1836554733456559,19.490127579722706,-1.5027543766672664,0.13796476363629123,0.6412191640338787,-4.783352884365208,O15264,Training_Old,MK13_HUMAN,MAPK13,Mitogen-activated protein kinase 13,0.1836554733456559,0.8602318187607311,0.15798628186149655,0.6950462717946039,FALSE,FALSE,NS,FDR >= 0.05
-0.051696872758892454,20.986827139719928,-0.2131458487425725,0.8319105435215146,0.9749039229601149,-5.788257872019723,O15273,Training_Old,TELT_HUMAN,TCAP,Telethonin,0.051696872758892454,0.07992337147817404,0.004131788365768857,0.99053131866405,FALSE,FALSE,NS,FDR >= 0.05
0.12312567713756195,17.912532097880067,0.7445506506855274,0.45934836027263237,0.8672324587120718,-5.553732915372286,O15305,Training_Old,PMM2_HUMAN,PMM2,Phosphomannomutase 2,0.12312567713756195,0.3378578295789627,0.04159897404313679,0.9086591955293682,FALSE,FALSE,NS,FDR >= 0.05
0.013421369989696785,18.851328934930343,0.14849552269378982,0.8824322820059334,0.9825053672221521,-5.799082173206505,O15371,Training_Old,EIF3D_HUMAN,EIF3D,Eukaryotic translation initiation factor 3 subunit D,0.013421369989696785,0.054318612489223844,7.290301955448379e-4,0.9983227540910802,FALSE,FALSE,NS,FDR >= 0.05
-0.07593545966253146,15.884335700321229,-0.5320793447787172,0.5965672783005262,0.917688113347364,-5.678471457286994,O15372,Training_Old,EIF3H_HUMAN,EIF3H,Eukaryotic translation initiation factor 3 subunit H,0.07593545966253146,0.22434057136156135,0.0170354044072951,0.9615338893492538,FALSE,FALSE,NS,FDR >= 0.05
-0.04486684967223553,20.946673339642356,-0.3920881299784155,0.6963338773965648,0.9426470080244128,-5.738175202018879,O15382,Training_Old,BCAT2_HUMAN,BCAT2,"Branched-chain-amino-acid aminotransferase, mitochondrial",0.04486684967223553,0.15718247541398248,0.007052282495509009,0.9838926528178165,FALSE,FALSE,NS,FDR >= 0.05
0.09632047977009961,17.044462808990644,0.9559902517635893,0.34277951910652305,0.8152980747263732,-5.389283497663931,O15400,Training_Old,STX7_HUMAN,STX7,Syntaxin-7,0.09632047977009961,0.464985134837358,0.04478759127349878,0.9020121941320699,FALSE,FALSE,NS,FDR >= 0.05
0.1361280445833195,20.302762001284965,0.7402444072329231,0.46193789468927193,0.8672324587120718,-5.556666511582193,O15427,Training_Old,MOT4_HUMAN,SLC16A3,Monocarboxylate transporter 4,0.1361280445833195,0.33541640930706007,0.04565957992012842,0.9002029256969258,FALSE,FALSE,NS,FDR >= 0.05
-0.007615476757944606,19.01104976916792,-0.10411072538518847,0.9174165863415833,0.9869152334001369,-5.8042744852197545,O15498,Training_Old,YKT6_HUMAN,YKT6,Synaptobrevin homolog YKT6,0.007615476757944606,0.037433412349329453,2.8507328171687503e-4,0.9993438098980612,FALSE,FALSE,NS,FDR >= 0.05
0.14058950352926658,17.970279574047414,0.8780301664255586,0.383307752134584,0.8283567879639856,-5.454554569998612,O15511,Training_Old,ARPC5_HUMAN,ARPC5,Actin-related protein 2/3 complex subunit 5,0.14058950352926658,0.4164523973508451,0.05854883578712817,0.8738787206656509,FALSE,FALSE,NS,FDR >= 0.05
-0.10763519662950038,15.263545214462873,-1.0347201944726325,0.30480740326021316,0.7973118071343357,-5.31792122689896,O15533,Training_Old,TPSN_HUMAN,TAPBP,Tapasin,0.10763519662950038,0.5159744889203226,0.05553701557074489,0.8799601081698405,FALSE,FALSE,NS,FDR >= 0.05
-0.10096583045157459,16.618885375345982,-1.1897760835959323,0.2386578565079056,0.77088022296639,-5.161546629832458,O43143,Training_Old,DHX15_HUMAN,DHX15,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,0.10096583045157459,0.6222242642859273,0.06282338957074866,0.8653197386288399,FALSE,FALSE,NS,FDR >= 0.05
-0.2051095511419625,21.22559103687503,-1.207898141079954,0.23166091919451512,0.7601109860605139,-5.141913224202211,O43169,Training_Old,CYB5B_HUMAN,CYB5B,Cytochrome b5 type B,0.2051095511419625,0.6351472247758965,0.13027476218284728,0.7408413898408265,FALSE,FALSE,NS,FDR >= 0.05
-0.04592539181771116,24.695432705640936,-0.32895302420603906,0.7432966682165321,0.9491892084417107,-5.7592151126517015,O43181,Training_Old,NDUS4_HUMAN,NDUFS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",0.04592539181771116,0.12883781389208357,0.005916927083931288,0.9864681616402962,FALSE,FALSE,NS,FDR >= 0.05
-0.01193844874918426,16.70319856826566,-0.10886777533455347,0.9136579579556581,0.9869152334001369,-5.803805245593805,O43237,Training_Old,DC1L2_HUMAN,DYNC1LI2,Cytoplasmic dynein 1 light intermediate chain 2,0.01193844874918426,0.039216358723937056,4.681824887553476e-4,0.9989225508462035,FALSE,FALSE,NS,FDR >= 0.05
-0.038301091089465444,19.989198444221564,-0.4642922542396293,0.6440600148193935,0.9299683694604974,-5.709623328464032,O43242,Training_Old,PSMD3_HUMAN,PSMD3,26S proteasome non-ATPase regulatory subunit 3,0.038301091089465444,0.19107366231331804,0.007318329745060155,0.9832901082675259,FALSE,FALSE,NS,FDR >= 0.05
-0.05847443322417689,19.676668270551634,-0.45106375006986665,0.6535128613245922,0.9342145055447357,-5.715212123804902,O43374,Training_Old,RASL2_HUMAN,RASA4,Ras GTPase-activating protein 4,0.05847443322417689,0.18474586095667814,0.010802909509954344,0.9754322056135017,FALSE,FALSE,NS,FDR >= 0.05
0.10284654455999132,19.25276612220103,1.1560170257535476,0.25209697603174036,0.7794089913994419,-5.1973673713736375,O43390,Training_Old,HNRPR_HUMAN,HNRNPR,Heterogeneous nuclear ribonucleoprotein R,0.10284654455999132,0.598432363766653,0.06154670076626801,0.8678672483498436,FALSE,FALSE,NS,FDR >= 0.05
0.05151720328297671,21.097390184085643,0.8889430602950132,0.37746004703665337,0.8283567879639856,-5.445742489200915,O43396,Training_Old,TXNL1_HUMAN,TXNL1,Thioredoxin-like protein 1,0.05151720328297671,0.4231290103123501,0.02179842323918609,0.9510461170438318,FALSE,FALSE,NS,FDR >= 0.05
-0.04478236253977386,19.9873446624688,-0.7357867090617608,0.4646272771597557,0.8672324587120718,-5.559685700732817,O43399,Training_Old,TPD54_HUMAN,TPD52L2,Tumor protein D54,0.04478236253977386,0.33289529739367724,0.014907837895669488,0.9662559074513791,FALSE,FALSE,NS,FDR >= 0.05
-0.2733127285718133,18.891820140681798,-2.0953029875380786,0.0402232694937693,0.44828762842697806,-3.85014465815482,O43414,Training_Old,ERI3_HUMAN,ERI3,ERI1 exoribonuclease 3,0.2733127285718133,1.3955226312680487,0.3814140981355869,0.4155142303133833,FALSE,FALSE,NS,FDR >= 0.05
-0.005391102094261413,21.108419448140868,-0.06767558582134318,0.9462610471261641,0.9893161124648436,-5.80717354938974,O43488,Training_Old,ARK72_HUMAN,AKR7A2,Aflatoxin B1 aldehyde reductase member 2,0.005391102094261413,0.023989037290625452,1.29327349176806e-4,0.9997022571078843,FALSE,FALSE,NS,FDR >= 0.05
0.06497745054220871,24.530033905444096,0.3855926311953175,0.7011145194819883,0.9441355335274949,-5.740509053836715,O43561,Training_Old,LAT_HUMAN,LAT,Linker for activation of T-cells family member 1,0.06497745054220871,0.15421103892774263,0.010020240154990019,0.9771916781899261,FALSE,FALSE,NS,FDR >= 0.05
-0.005885471948321452,20.954403944488845,-0.08003114594412997,0.936469525956289,0.9890906380562694,-5.806328215241006,O43583,Training_Old,DENR_HUMAN,DENR,Density-regulated protein,0.005885471948321452,0.028506350615877543,1.6777332689876323e-4,0.9996137622474934,FALSE,FALSE,NS,FDR >= 0.05
0.03839325921357428,21.73087728680859,0.3548990825112032,0.7238662149646233,0.9487894204217794,-5.751012506365573,O43598,Training_Old,DNPH1_HUMAN,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,0.03839325921357428,0.14034169274140718,0.005388174987892642,0.987669914782847,FALSE,FALSE,NS,FDR >= 0.05
0.030384795134921205,20.845785400974865,0.312210438622896,0.7559252574016205,0.9491892084417107,-5.764178951010656,O43615,Training_Old,TIM44_HUMAN,TIMM44,Mitochondrial import inner membrane translocase subunit TIM44,0.030384795134921205,0.12152114352359888,0.0036923950505259088,0.9915339864475948,FALSE,FALSE,NS,FDR >= 0.05
