uniprot_id,protein,gene,description,OP_S06_Pre,OP_S11_Pre,OP_S12_Pre,OP_S17_Pre,O_S05_Pre,O_S06_Pre,O_S07_Pre,O_S10_Pre,O_S16_Pre,O_S17_Pre,O_S24_Pre,O_S28_Pre,O_S29_Pre,O_S32_Pre,O_S35_Pre,OP_S06_Post,OP_S11_Post,OP_S12_Post,OP_S17_Post,O_S05_Post,O_S06_Post,O_S07_Post,O_S10_Post,O_S16_Post,O_S17_Post,O_S24_Post,O_S28_Post,O_S29_Post,O_S32_Post,O_S35_Post,YP_S14_Pre,YP_S45_Pre,YP_S56_Pre,Y_S01_Pre,Y_S07_Pre,Y_S10_Pre,Y_S11_Pre,Y_S16_Pre,Y_S28_Pre,Y_S30_Pre,Y_S31_Pre,Y_S32_Pre,Y_S34_Pre,Y_S35_Pre,Y_S36_Pre,Y_S40_Pre,YP_S14_Post,YP_S45_Post,YP_S56_Post,Y_S01_Post,Y_S07_Post,Y_S10_Post,Y_S11_Post,Y_S16_Post,Y_S28_Post,Y_S30_Post,Y_S31_Post,Y_S32_Post,Y_S34_Post,Y_S35_Post,Y_S36_Post,Y_S40_Post
O43414,ERI3_HUMAN,ERI3,ERI1 exoribonuclease 3,NA,16.05140324025207,15.366247787066314,15.297835676347395,17.234349006422597,15.75132784008818,14.78289950550543,15.407364834336583,16.3623632046852,15.751731799388192,NA,16.472418163272717,15.751926914575899,15.75100635954014,14.932347359665266,15.062072323251435,15.860040702437912,15.477613911397158,15.693774751183005,16.163047845026135,15.737005783626904,15.25197725612581,15.699230622022247,15.570806430499166,15.172214391745285,15.436453604039986,15.413783230740531,16.131314376457155,15.662363031777423,16.03902880581549,NA,NA,15.949577613478867,15.731215465040915,NA,NA,NA,15.673215923466365,15.355831660080776,16.62090867033748,16.654401056454404,15.48939780269124,NA,NA,NA,16.11696970509112,16.371104344983493,NA,16.16235726667411,15.797621373567068,NA,NA,15.844370997844992,NA,15.763068473424207,16.00822023328981,16.627562405450718,15.30880941886448,16.540139378549533,16.43840469829852,15.362788834352864,16.66969766277132
O43447,PPIH_HUMAN,PPIH,Peptidyl-prolyl cis-trans isomerase H,20.283775283238977,21.20366716704439,21.049330987246258,21.18807059528986,21.29123961514569,21.654031520198092,20.31999941240323,20.985132984587562,21.68209591607533,20.928623087412763,21.05405926772333,20.59602490567176,21.611848376367448,20.962834455956937,21.59562219492914,20.618518568451584,21.629832187003537,21.126217835845804,21.020728751037474,21.558356123257052,21.568652879429596,21.064611017345083,20.832974951820088,21.395026525953106,21.052057081143534,21.05782689923948,20.625545095322977,20.675572883454386,20.947104735419924,20.598146589229803,20.84565004796108,20.220769058266264,21.046726568090122,20.410201451815144,NA,20.632071568500415,21.660416539341554,21.345066295307465,20.48373669210095,20.856315702722018,21.147161789744597,20.95720302122222,20.29524655803004,21.26311915135685,20.622160740143904,21.18036795945387,20.95413051371497,20.619759488375347,20.78175546990925,20.684105948029963,20.236909350699925,20.898103472901813,21.362521266711404,20.854805938938338,20.30792186508111,20.968186695391154,20.314752533602075,20.908291916677687,21.101665281869835,20.89165389357802,21.28599498822751,20.96646152778008
O43464,HTRA2_HUMAN,HTRA2,"Serine protease HTRA2, mitochondrial",NA,17.45709196055037,16.964380292904316,16.580899827817483,17.565598362019387,16.811333755685883,17.282133501000725,16.659851688120934,17.118812330556658,17.01317619623225,17.217098829772645,16.967607379465186,16.779868327670673,16.990320012983634,16.62818480907246,17.291547015408153,16.84677107031322,16.726003608757136,16.612867484536128,17.35815333976543,17.422666983177564,17.112211396045918,16.836614842244725,17.343595601804672,17.136591460526542,17.195150265605974,17.16728709987174,17.13495663242164,17.299219269442588,17.05551528066154,16.829055113425404,16.63124478917591,16.867758165839483,17.065824625788238,NA,NA,17.063082623381458,17.181583959116,16.77532492203101,17.05162729711831,16.839850446102258,16.86536964736917,NA,16.20904612587017,17.460862021540294,NA,17.37549044525779,16.73068044357641,17.286626565054465,16.994166326882784,NA,18.323202466454095,NA,16.862853883186922,16.71418769981491,17.311376261509558,17.462594936836677,16.964285172383516,16.865941712665645,16.8489723090546,17.089529642513416,16.928706821517526
O43488,ARK72_HUMAN,AKR7A2,Aflatoxin B1 aldehyde reductase member 2,20.682262505694137,18.709556227665026,20.26331582541268,20.495851711521826,20.652172899240696,19.611665513881924,20.930621291824252,20.296350548021362,20.028409152123945,20.136549704683233,20.488064533210316,20.868301926367437,19.682781165860238,20.943195931442176,20.227209368339715,21.64299218279986,18.85770011188239,20.620712842790972,20.15675661136706,20.56865167544986,18.86837552494593,21.162786940263178,20.00796923386444,19.73335472490518,20.882508461037283,20.28193282501977,21.294963356373827,20.98523967298278,20.971157596005494,20.054658667939684,20.911973751583336,20.277341447827865,20.71911542757689,20.983518011168577,NA,21.007079669945178,NA,20.308086573995993,20.598044225863163,19.514387836507066,19.970987231574345,19.48610538169077,21.585546771986426,21.057878600144818,20.551233975890522,20.42650804330757,20.808451203047838,19.710046029969956,19.905098993032247,20.475482112354225,NA,20.07580571595075,19.16224848322306,20.221263957542803,20.751820297471532,19.40342721991833,19.477500261177152,18.556605975667864,21.056112262142612,20.801719195986195,20.307064444323405,19.193933413074248
O43491,E41L2_HUMAN,EPB41L2,Band 4.1-like protein 2,19.202043818528434,18.998752870666856,18.902379677607215,18.492889275799477,18.6604657254969,18.73970659961265,18.99772548732405,18.99044969309752,19.037216596003912,19.124725957689222,19.53548404258719,19.319398246927012,19.079193154540608,19.21980249052486,19.036014046415943,19.352649142389055,18.922559505663763,19.15613043017872,18.61552909521232,19.207083415972654,18.95511397780339,18.754257698000647,18.91454914275325,19.06852257153163,18.913189412359756,19.018886890678967,18.805047548871617,19.166988423273914,19.07608988106555,19.326400153214735,18.801237874047395,18.686022126090638,18.853783673009143,19.147138083285867,19.080596207657365,18.805210141719936,NA,18.67813583622462,19.25268504984188,19.16731856857402,18.992883305097617,18.980337512995515,19.014388714772235,19.085164591007914,18.98251389935363,18.870421992649227,18.894845331461358,19.112630145695682,19.04260046471844,18.697196749257632,NA,NA,NA,19.30907386342784,19.016630294427273,19.080199371066225,18.608540165781733,19.207918795807586,19.28192287929391,19.151729839209064,19.483699364910166,19.43953579553437
O43561,LAT_HUMAN,LAT,Linker for activation of T-cells family member 1,NA,17.821050949347686,18.16173878272291,NA,17.842995567685335,NA,NA,NA,17.14087580111618,17.799214060829367,17.61822558342889,17.828752168411448,17.47770761798482,18.208974806697626,NA,18.532720539035186,18.594831992890416,18.069796153232236,NA,16.094727300851677,18.350639341899182,17.89828301008858,17.558833997167888,17.591686075140736,NA,18.023472099209744,18.295093987591688,18.088527078330667,17.987936900256233,17.835288646270904,18.012488904832594,NA,17.346444929603795,NA,NA,NA,NA,17.357076441761006,17.851061074857885,17.029910159302823,NA,18.07256271688109,NA,17.405402552438375,NA,NA,18.17282678439539,NA,17.841259480644812,17.992693642918717,NA,NA,NA,NA,NA,17.842135999651287,17.688192160562036,17.432491973382234,NA,18.16002844035797,17.914993329706267,17.264162132030652
O43583,DENR_HUMAN,DENR,Density-regulated protein,NA,15.753111395193045,15.229068633460555,NA,NA,15.203796460995605,NA,14.808636312626293,15.447111273893425,15.915198166039445,14.926745559221716,15.360854082094436,15.956136285748222,15.703854500781548,15.917006106054975,NA,16.350037958395948,15.681714236258486,NA,14.823663572247964,15.741956040971965,NA,NA,15.272146583312262,15.580957096754284,14.832935161249043,15.063467305688562,14.734533169558391,15.669834224008572,15.162873884795903,NA,NA,NA,NA,NA,NA,NA,NA,15.011956908795318,16.013593613582568,NA,NA,NA,NA,NA,NA,14.773662526059354,NA,15.103966306003917,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.098852165787331,NA,NA,15.090201913424222
O43598,DNPH1_HUMAN,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,16.714243855403993,16.51042928609172,17.239889375885145,16.411922565958974,NA,16.32096323372092,16.715084398827187,16.63815814861871,16.703909538925664,NA,17.32582248422254,16.429894831508907,16.563461757822452,16.468770856032588,17.017056661018895,16.53399800269167,16.19189101869585,17.067810963997317,16.53914831697707,16.399379508790446,16.52693625433213,NA,17.105561908050674,16.61552023836977,16.37169669173521,16.075454380263988,16.919460967835057,16.6954890500119,NA,16.69374976645184,NA,16.18818875910869,16.676954138240877,NA,NA,NA,NA,16.586700616799508,16.63354660781705,16.32989027357681,NA,16.472768484854047,NA,16.80838254652919,16.186331818076223,NA,16.46847933776823,NA,16.814383778335813,NA,NA,NA,NA,16.59085448612952,NA,16.992433501980177,16.50994829754073,17.122589622765208,16.84060750557874,16.443502902782132,16.37960201679899,NA
O43615,TIM44_HUMAN,TIMM44,Mitochondrial import inner membrane translocase subunit TIM44,21.32858098039705,21.184788849354693,21.564562989589792,21.922471098482156,22.168565497270624,21.226251997967356,21.595260942428396,20.604896547594027,20.786792378590196,21.29767719689883,21.115078433810886,21.314951632588404,20.799951742705257,20.634245009209977,21.45394612892655,21.752771807149728,21.28974305049992,21.68482615675537,21.792594760265242,20.84462891928935,20.458690330991054,20.4978275331159,21.287606500371766,20.832549325524518,20.22880830244283,21.696854400310507,21.467004542644414,20.527250004189426,20.744439961524886,20.859632552986042,22.353338229071028,21.395524966954262,21.24693829359477,21.932083689109923,19.877707772322957,NA,NA,20.810856233204166,21.690821233339797,21.579355933806482,19.50307032998363,21.70185871829839,21.52784512014708,21.58959822387458,21.861660185992918,22.171278732308217,21.804350110055083,21.685284852892945,21.077054673280948,21.590994929415103,NA,NA,21.04510508282344,21.268734455707953,21.6943999135785,21.393961653265986,21.264681169188957,21.460815362209892,21.950553735842064,21.519344225015477,21.253226732079845,21.312670410792965
O43633,CHM2A_HUMAN,CHMP2A,Charged multivesicular body protein 2a,23.918349717129807,24.640357994228705,24.61205006033412,25.24263340197909,24.907594226805468,25.644548198930416,24.23208456767106,25.03035519135224,25.22423989477482,24.350501402295293,24.500505193193103,24.67058659099195,23.995784529950527,24.448783325669414,24.87028328091582,23.966393527345247,24.565699828757168,23.956692729417927,25.311980922953556,25.297444648501134,25.102473757150978,24.99203774691785,25.086595600237303,24.779241994113132,24.163561349492337,24.834896133679642,24.440805186586903,24.2258925238314,24.675031046023197,24.242841072665044,25.441860086081107,24.888358722589143,24.60963746666318,24.704604411419467,25.252928088676267,24.7111817929788,25.462299284061924,25.345581631289548,24.779560222387783,24.637824145711168,24.575874219467188,24.892529305286036,24.736653537841573,24.996896554577955,24.39828737606786,25.03653461412846,23.994983798507395,25.212874198467016,23.10530961833767,25.16271824327524,24.82020193413555,24.622054740539983,25.102880086961612,25.4417214528875,24.76184889329508,23.92764643424322,24.1048339367215,23.728080538666745,24.713968199271868,24.594198139286636,24.587409920526056,24.7948210902539
O43665,RGS10_HUMAN,RGS10,Regulator of G-protein signaling 10,NA,16.45079061668179,16.3676473887389,16.705923404078266,17.449811439193006,16.713707511602266,16.933687272337632,NA,16.662238740777696,16.50869958896045,15.859202464448376,16.56999496969076,16.471713241089113,16.62364379649608,16.32289427616298,16.263474865656793,16.48466963973164,16.407051439921815,16.578917864182095,16.657279825349267,16.407737548026855,16.843053569783454,17.119646370255012,16.846580904790216,16.415159858779052,16.227729053384326,16.582996300858454,15.903388273276036,16.591317787051565,16.884097038423036,17.400141188183042,16.44585977009662,16.765578778208514,NA,NA,NA,NA,16.69488922933138,16.07379035759374,16.745491828100608,16.473468291699763,16.787065907373794,NA,16.117689055107167,16.724881165916763,NA,16.535659215223344,16.771886617610527,16.718572225754592,16.931957028044874,17.322246879009587,17.537222182132695,NA,16.83332340977197,17.06248862684579,17.012813622608938,17.167964218026533,16.910520339743258,16.8215035690847,16.601558169071744,16.842128949924582,16.380486038520406
O43674,NDUB5_HUMAN,NDUFB5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",19.79503000709211,19.711743491256463,19.985669042193063,20.008492546980744,20.292500641732275,19.74891469545423,20.165703730440686,19.663757934480344,19.587860667649387,19.979911231485872,19.71616279487308,19.69480434443711,19.497265708772964,19.34521908381398,19.61663526146453,19.68945163166419,19.71303029184083,20.016328269294412,20.140427212822587,19.64913452144187,19.570672840665033,19.242041749250173,19.89046222031019,19.588772573333618,19.452343410164872,20.03393263099039,19.949540422783734,19.783697914087835,19.707105760425637,19.836832459811827,20.50801390440232,20.342509002285436,20.15549113809808,20.36142079597364,20.23653452381935,19.688139018104522,19.468268657042266,20.229259449341793,20.336054117820964,20.37745212012699,19.671184341638785,20.228288614781498,19.64942415974298,20.00949103651367,20.376347599086753,20.25609542602804,20.223102031001375,20.472127880409268,20.363124006423437,20.290973077556945,20.41385604148774,20.016523986147156,19.86923165563384,20.22610195787536,20.225526383835785,20.42271133916112,20.50906450023049,20.49717300676713,20.484824214166963,20.079664055550666,20.083836564234193,20.29438789208414
O43678,NDUA2_HUMAN,NDUFA2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,19.820168597950815,NA,19.680831183321146,18.66071485408918,20.00932047039828,19.627748725269406,20.095869926687513,20.141880111080223,19.991724402876702,20.127866986391115,NA,20.721885467177557,20.970905584232796,19.830645362157206,20.726121575659455,19.383267365436698,NA,20.00461595139963,18.952501140501905,20.793059353695586,19.626558283290606,20.43845088566329,19.502674144250012,19.503749611555534,20.3272654448489,19.291992390776908,20.403872857831185,20.034144555480246,20.177583598098497,19.92363720089425,19.47289259227333,19.349258247613182,NA,NA,NA,NA,NA,NA,19.988761815448562,19.493308444882512,20.606959212183554,19.36321809317124,NA,NA,19.16148793776257,18.933024515430134,19.357460368420174,19.10586122233641,NA,NA,NA,NA,NA,NA,19.48066632399386,19.278894032309207,19.600799220678823,19.087865778483497,19.268058276537403,NA,19.570958782309937,18.89901816951565
O43684,BUB3_HUMAN,BUB3,Mitotic checkpoint protein BUB3,18.91141719559836,19.637101862951685,19.068938365806016,18.96520478976252,19.210749114078737,19.02429391675497,18.737264661136418,18.75509482968493,18.60624121980081,19.463735822693984,19.035660726126263,19.251874027795555,19.2045506589543,18.871254630239584,18.604108524045817,18.82764821511119,19.43365493021003,18.916295472923668,19.0427826459703,18.855236674119855,19.187610423278535,19.587906581103255,19.28587180972918,19.121150847923502,19.004637111598743,18.668508428165108,19.39553876253934,19.203088936122327,18.9773094886801,19.412117082746025,NA,19.50516816415687,19.35101903361203,19.884137857523456,19.84972580689252,19.042918354200804,19.50014849942755,19.228100640512732,19.547632934523897,19.847077706785694,19.15587295236317,19.356746284138872,19.02134925531809,19.326379784017025,18.890171325669197,19.521074354708983,19.09544623300837,19.83371994249629,19.618324030656098,19.296904518656575,19.246859738986508,19.887149915287814,19.40482871940466,19.332103485290503,19.465689038766488,19.749396978851074,19.474892654600566,19.59420948989023,19.292871201511392,19.2212959637312,19.35279119235338,19.27554036757448
O43707,ACTN4_HUMAN,ACTN4,Alpha-actinin-4,21.027536799045837,20.847607155371495,20.920983286080407,20.735781275755617,21.013301771681896,20.905812470270995,21.19279864457284,21.14554795251467,21.079593189943164,21.095459447453905,21.14838931509217,20.888355661089065,20.78462087984853,20.868241145585035,20.776371250521034,21.028966684215174,20.68987957236508,20.939975380231644,20.673136911803695,21.206796763435104,21.087758866717447,21.1619012286545,21.049359828562643,21.03983366225834,21.046309140995206,21.018270889742876,21.001384255943837,21.26432962949237,20.96891703064725,21.06678095342471,20.75994451159067,21.31464093720859,20.991131534135327,20.883921960969907,21.359746943825808,21.54114768493368,21.501518542444174,21.25806421634824,20.923894968848533,21.28863407091518,21.114096795783173,21.413492764670494,20.81213135056852,21.003751374272298,21.082511238157327,21.147930937353838,21.030262005843685,21.180218257309193,21.364124393422983,21.019612642839373,21.459744674244845,21.56734573447752,21.087663051819995,21.187801896158,21.23679648022133,21.301614422261117,21.21810303066667,21.43181286251609,21.10243063239493,21.157217425908314,21.2143160554393,21.467662340444402
O43708,MAAI_HUMAN,GSTZ1,Maleylacetoacetate isomerase,20.367518675964856,19.836138464489988,20.186048705539854,19.75178438606584,19.977642048897216,19.876750400930227,20.12319006147585,19.580757760096834,20.12071765221519,20.15447591921499,20.158501977698883,20.159871756620625,20.110574962093654,19.923118943873007,19.726888961647454,20.105079197916844,19.64626909238865,20.1497831437631,19.912788242454482,19.723883690256653,19.914325267149295,19.923591915055006,19.891622124407046,20.101041493743026,19.798699251220338,19.992694493924056,20.010455890494896,20.25716873182734,20.16077780870535,19.8227581048944,20.241988796123714,19.853942023941833,20.200881021898685,19.744691430792397,19.961218368969927,19.79271276699796,20.24159750356943,20.312634117324396,19.873494363662203,20.08230482375488,20.43399172867582,20.123780950622855,NA,19.80585168582484,20.031809029115443,20.048633480032237,20.226955646812907,19.49403547222778,20.020707950048624,19.852995412024285,19.97210792384766,19.678092834552412,19.858132213234203,20.14838504820135,19.998848710648595,20.174594122256714,20.261801263354478,19.957277693001675,19.900868890331186,19.822097425548268,19.793484164685758,19.98411171698557
O43719,HTSF1_HUMAN,HTATSF1,HIV Tat-specific factor 1,19.189917724046445,19.09648319556669,19.362603140520484,18.56572645287693,19.250642268317883,18.54936216048294,19.34058004550164,19.248998914802502,19.158902295267442,18.93742499372667,19.041421804793842,19.439819218626443,19.174894137187255,18.649920949610777,19.014982006427125,19.297695536007886,18.35578683443006,19.055332855874806,18.411178041791715,18.72597799139627,17.663081929665292,18.24088463909815,19.10850905664833,18.532392297983126,18.56051140072198,19.18267992363059,19.59257482036906,18.943676929449982,19.33290939555664,18.95087526751452,18.612891987656685,19.61321533724185,18.86651175397138,NA,18.00293735144163,19.20509472884847,19.721418636248405,19.259137590694817,NA,19.37996518550775,NA,19.329666270497206,18.801044512456606,18.92093174178209,NA,19.053018430271006,18.756966566799093,NA,17.422398573383212,18.65159359865907,19.45614233252879,19.09766769372432,18.61508130898765,18.98119750473715,18.445840029859323,19.215925175543024,NA,18.795010365344698,NA,NA,18.72743424528264,18.71537126970988
O43760,SNG2_HUMAN,SYNGR2,Synaptogyrin-2,21.346665534947345,21.267004342513047,21.52969871227849,21.292064257445578,21.86721475393698,21.508716505069344,20.933505870277262,21.208702305336843,21.5591153908812,20.9167081026641,21.459969177802027,20.951198344305137,21.60452365505952,21.323204697571413,21.65477243389335,21.435925164188202,21.65659551084204,21.502667324975526,21.040098194481438,21.536985160420485,21.336741450878304,21.52682038593305,21.324077818933436,21.337690797416496,21.407368175722567,21.192705009894134,21.529133187131528,21.151227894618795,21.306353804018336,21.098410333207987,20.617425841186307,20.622565653163058,21.190300907435486,20.843596355662104,21.1911605624678,21.390170585680952,21.35554292184277,20.94491773726294,20.609033811311093,20.66384258285445,21.25682067723273,20.670693734587182,20.67221374793583,21.143208232881005,20.759818903509007,20.61907228671356,21.067297928036698,20.869056160411475,20.923345189072073,21.01223440577881,20.83959464276459,20.751928312893316,21.37207836999171,20.89282786152321,20.673613341358468,20.634368145341096,20.588068555836326,20.692857716069273,20.43483915139023,20.881383506254984,20.995079071284383,20.79564337922529
O43768,ENSA_HUMAN,ENSA,Alpha-endosulfine,19.379886261895734,NA,NA,19.55147998374101,19.840777819574534,20.2994586197476,19.868548379123585,NA,NA,19.828731807578013,NA,NA,20.483054752694006,20.383641935977632,NA,19.96349746967371,NA,19.277307707045036,NA,NA,19.965771794041622,19.775087489437517,20.339255628189587,20.572090742594416,20.245349949218326,19.54638176949281,20.36316558408878,18.84575662328083,18.95173811195127,NA,NA,NA,19.620381977786305,20.236048166216595,NA,NA,NA,NA,19.434160768566393,NA,NA,19.452629439353206,NA,18.74704991940856,NA,NA,19.74076904415984,18.981532061426865,19.873066042762954,20.092368458703973,NA,20.673492080805726,NA,NA,19.359269364416562,NA,NA,NA,NA,18.630428393150137,20.243545988818983,NA
O43772,MCAT_HUMAN,SLC25A20,Mitochondrial carnitine/acylcarnitine carrier protein,25.366990206899946,24.281330184845682,24.846984025544828,23.613897718999052,24.146323766357114,23.760170478405424,24.266017199552252,24.602847972588382,24.25845410153682,24.968554923136473,25.27520607814729,24.793351722553,24.37095861374557,24.789482751605522,24.095199117177373,25.130466729459354,24.391097343356783,25.08423936165313,24.234118694396653,24.068283102465667,23.49722929440697,24.852838847626305,24.35022401823968,24.615645550408043,24.69832270274239,24.213061961326492,24.51396001473571,25.49824524263995,25.080021580038622,24.226826220970313,23.89174589232559,24.67207378775521,24.248822032270425,24.819030541846516,24.589675959716843,24.585370622700324,22.981129799172184,24.588672371912626,24.69044177717354,24.62325904881938,24.96415032876294,24.467379565299105,24.76854503858137,24.296917174709762,25.500006848423492,25.29661445789896,24.7200799870284,24.946005639725406,24.91785123634573,24.26291155818058,22.60568342997286,23.673315522356866,24.80496054773253,24.67584391316315,24.379311709410217,25.005286424435752,24.174659326153712,24.635407941472593,24.555704614150716,24.813846199263878,25.275901762569926,24.50001331825116
O43776,SYNC_HUMAN,NARS1,"Asparagine--tRNA ligase, cytoplasmic",21.19308557006283,20.95565313207362,20.759264461217906,20.587103043152194,20.35578333391452,20.877201851266857,21.2543027137963,20.720375390024252,21.195069390010186,21.168901432158325,20.96668925489897,20.92172098228005,21.043593967783544,20.897392709316065,20.74487190536053,21.002988093560806,20.88423734708823,20.8686406700272,20.835014101228424,20.89606313397138,20.78352641979724,20.910455998906528,20.807239661394828,21.099477622736774,20.917630004231686,21.026806876642638,21.042029067729537,20.661139521100313,20.95448354278819,20.900776515634064,21.40462827172365,21.087319947115272,20.95169379920865,20.94871608981188,20.542860846659362,20.229396234376633,20.82480511486262,21.234034713803833,21.150064777936812,21.242107247622442,21.144401170086752,21.100411050802133,21.03626599811056,20.92695759585407,21.265110957009668,21.071571576066738,20.784667102761194,20.873248000771934,20.889218409470683,21.160562228827867,20.77597560112911,20.149732607682147,20.962095673595776,20.988807555217523,20.988288572721515,21.423025531430206,20.999712226889912,21.12448713350338,21.106037541135226,21.13368360177933,21.30012127801383,21.190246266943806
O43813,LANC1_HUMAN,LANCL1,Glutathione S-transferase LANCL1,22.08723434828233,21.646034607665477,21.54433478010835,22.147369359439175,21.30784320401915,21.899606509960602,21.59473069383889,21.717128455587435,21.529360135973903,21.6520668385937,22.09020188710781,21.66645114932132,21.446120515859693,21.479100865995907,21.732070770117083,21.792619699123854,21.34785906250463,21.481928379195278,21.85240667541054,21.5391942087228,21.668542956986588,21.984577553642513,21.919495754291383,21.487508775277735,22.40415465888663,21.43062386380294,21.94882746298119,22.13894504849504,21.585558394501934,21.58388184936069,21.75449320292034,21.21535746573285,21.490024345602883,21.662913521823725,22.432486329150816,NA,22.314182942559963,21.950225949354444,21.35925908547413,21.758485766761847,22.270800657374416,21.40166924098138,21.63428909605227,21.91982024623108,21.228014467312303,21.66401485208571,21.908241518999976,21.90794532801482,21.700801212653865,21.554583436993262,22.721145536183567,21.580493848169876,22.119609822038107,21.958088595261845,21.634587879501435,21.225899969936894,21.66039819378704,21.693273260167295,22.07606377341847,21.268517958997776,21.649183471242882,20.709583325766193
O43815,STRN_HUMAN,STRN,Striatin,20.75472347156463,20.78192114221462,20.82857219323308,21.627274752324,20.97600072449992,21.388010001275052,20.69120767024909,20.75685389415106,20.871412129038813,20.68340746837767,21.023765829346697,20.585125792556504,21.054959276287732,21.079144792839923,21.514942935807372,20.995011327063974,21.139168867027028,20.98376300987758,21.267382448903064,21.057863558061825,20.806288394472247,21.05967041349407,21.07843362999988,21.447903941860353,21.315431739954164,20.86772399844532,20.90902158095998,20.261743220334395,20.97473952051121,20.945065638017716,20.401393832376353,20.279702044325855,20.967165231941525,20.00081913582831,21.17719779822707,21.143073879713896,21.021579063367223,20.983716449538147,20.725098435668887,20.216544554412156,20.94285002430811,20.721793990285597,21.108650814119294,20.288359085950894,20.55120425792804,20.615523495144842,20.986410541173367,20.47369451113199,20.632221994135747,20.758865030572906,20.54299599108609,21.007029791719912,21.01595124213897,20.93181161830071,20.645184295863334,20.64131213460104,20.357750792293107,21.10546375077983,20.3549519508177,20.887194406966266,20.665112585582325,20.637778333390532
O43826,G6PT1_HUMAN,SLC37A4,Glucose-6-phosphate exchanger SLC37A4,NA,NA,NA,NA,NA,16.030476244878123,NA,16.285241002617063,NA,NA,16.44118007475274,NA,NA,16.00398887821411,NA,16.665922903991223,15.948929114468548,NA,NA,16.124003344525764,15.955062488762628,NA,NA,16.04844252808118,16.263263170165942,16.559115848916942,NA,16.404322726941306,15.983107271073788,16.083859096441273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.865293024219834,NA,15.459849837943063,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.625053790072055,16.264043160076245,NA,NA,NA,NA,16.09220445640994
O43837,IDH3B_HUMAN,IDH3B,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",19.65726762479264,19.585458476556237,19.603498520778203,19.099095918934776,19.601310027403773,19.559471725922727,19.41594950192489,19.306372450886823,19.403489308914885,19.35868513214402,19.617961929490022,19.45354252557351,19.555330766864646,19.739639670069632,19.503921455725788,19.552745797726693,19.158919712211336,19.618132305647435,19.445837257084307,19.495937807516412,19.311024843587663,19.379027685492456,19.415955865476146,19.961368119036784,19.524658962136026,19.455156406372794,19.61317355216231,19.40248286032034,19.48328465600111,19.530800048996305,19.006393313952184,19.109928907242942,19.19661736808506,18.970392041134478,19.58044241611322,19.303333521174824,19.44404345887725,19.70558849193146,19.017513259264664,19.783836302033436,19.181890771215325,19.314293164205846,NA,19.285657569484574,19.362671070629652,19.525343373767587,19.463742913097104,19.584299904510722,19.445450660231053,19.5576547952467,19.567476405462926,19.4171664986913,19.13721466875272,19.22517842282944,19.370246826648284,19.74623218514774,19.000206116515038,19.397793414613236,19.253475477034396,18.804388702295633,19.57340401352494,19.594501052240428
O43865,SAHH2_HUMAN,AHCYL1,S-adenosylhomocysteine hydrolase-like protein 1,22.829221877305763,23.84032215011746,23.520508807909515,24.139537214106525,23.207720799027054,24.215666846819428,22.901693407452797,23.81873062870324,23.8301211354496,22.828063823266806,23.31160276615729,23.693889181932516,23.3621888117244,23.46380758795626,23.761432152189503,23.19949682391851,23.946685140820914,23.588747670018446,23.884267983776333,23.88637839289869,23.653559376555314,23.78053186518952,24.0023005146914,23.74006707962203,22.93285542956267,23.748626389186544,23.786023516628756,23.33679990008116,23.42560697541559,23.347601362512847,23.93427826140773,23.688184139702095,23.50199431015417,23.704127362800538,23.557090026801813,22.98234340523082,23.322489768935363,23.916981227627215,23.507563124073386,23.15497954977641,23.52743318273176,23.618744542844244,23.61024269982648,23.673342475183922,23.47932926026518,23.531601130889328,23.070087677839503,23.80156297182411,21.9808745640053,23.939687283646155,22.47584057963634,22.63335126582297,23.43058788561015,24.381141207416178,23.56548719888471,22.66127582409808,22.899503580079763,22.822992379756414,23.031972568852918,23.44017707079124,23.278691736056366,23.304115441571803
O43920,NDUS5_HUMAN,NDUFS5,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,23.43302989280571,24.513394932468596,23.698544183427405,24.294775862361345,23.553198149690484,24.809021394411797,23.246854687179397,24.03601684381447,24.079442268904668,23.474615276116555,23.566484426081903,24.053204083675688,23.891933464144316,24.179034462057285,24.32509670551089,23.364028091044585,24.548406170914678,23.669282888867542,24.09390908393641,24.213864452773585,23.86910718044019,24.221582522576764,24.18100555449772,24.17263011474557,23.323416681261346,24.191596647932982,24.027708959737204,23.807944170319242,23.910476383251524,23.646688227598457,24.220036825050084,24.069199141082517,23.96250892956871,23.826069241706737,24.748287856306167,23.679459065134473,24.729149062599753,24.517964723805765,23.81820785271685,23.79289985890578,23.758776627038714,24.19623466393888,24.203867810853097,23.88789457382867,23.633562328455664,24.094661635841444,23.31373031542868,24.14057749432208,22.577570422074167,24.271294912153397,24.167726606232492,24.449644615253444,24.028100340487924,24.685050951575246,23.748498007986722,23.014148931969306,23.134648585690606,23.070529438441966,23.18645044151828,24.016515492522412,23.59128686670384,23.561481939189107
